application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications
2968,Monica Guerrero,njones@example.org,001-225-741-5314x016,MIT,BSCS,3.9,2025-04-28 04:42:04,76.119.224.190,66,Mobile,4
2969,Haley Davila,ghernandez@example.com,001-789-870-7700x889,FAST,BSAI,3.13,2025-05-04 19:32:21,210.11.174.135,56,Mobile,1
2970,Stephanie Warren,dcarroll@example.org,427-961-0187x168,IU,BSIT,2.74,2025-05-09 08:11:11,148.197.248.46,81,Desktop,3
2971,Frank Sanders,james92@example.org,+1-595-909-0010x0519,SMIU,BSAI,2.48,2025-05-19 21:10:22,178.178.32.224,44,Desktop,0
2972,Andrew Cochran,stephaniemcdonald@example.com,(995)540-6383x174,Harvard,BSCS,3.66,2025-05-20 18:15:34,148.118.123.246,56,Desktop,5
2973,Louis Brown,sophia25@example.org,913.683.7024x16149,MIT,BSE,3.51,2025-05-02 07:01:29,194.183.63.245,57,Desktop,3
2974,Brett Evans,fcannon@example.com,986-563-7870x11747,FAST,BSCS,2.68,2025-05-27 04:33:11,147.190.9.176,69,Mobile,2
2975,Debra Perez,pharrison@example.net,894.428.3002,IU,BSE,3.12,2025-05-11 06:09:54,201.54.246.153,95,Desktop,5
2976,Erica Brown,barbarayork@example.com,(419)858-9414x40715,FAST,BSIT,3.25,2025-05-11 22:25:21,183.142.76.86,85,Desktop,2
2977,John Castro,steven55@example.net,+1-630-943-0273x85931,NED,BSCS,2.8,2025-05-16 21:27:08,170.199.74.54,59,Mobile,1
2978,Jermaine Knight,kelleycorey@example.com,220-344-2497x9073,Harvard,BSAI,2.29,2025-05-13 19:53:26,181.193.14.247,76,Desktop,3
2979,Vanessa Kelly,kaylawhite@example.com,911-216-9068,SMIU,BSCS,3.65,2025-05-12 07:05:30,167.173.151.169,41,Mobile,5
2980,Thomas Oneill,evansjennifer@example.org,(807)980-4157,MIT,BSIT,2.14,2025-05-02 03:50:50,78.62.143.242,46,Desktop,0
2981,Gina Rodriguez,debrasmith@example.net,001-768-839-9864x62826,FAST,BSE,3.12,2025-05-27 16:13:02,148.238.115.66,49,Desktop,2
2982,James White,evan63@example.net,+1-913-639-5649x768,IU,BBA,2.71,2025-05-03 21:33:47,211.234.171.154,83,Mobile,5
2983,Sheila Wise,allenaaron@example.org,001-482-621-0430x51214,NED,BSCS,2.5,2025-05-21 22:48:25,177.203.212.198,48,Desktop,5
2984,Lisa Perry,hross@example.com,001-703-601-5621x181,IU,BBA,3.52,2025-05-15 20:16:12,178.159.173.81,89,Mobile,2
2985,Crystal Smith,kelseybrowning@example.org,+1-968-837-6385,NED,BSIT,2.28,2025-05-27 14:15:43,88.227.209.69,69,Mobile,4
2986,Daryl Casey,yortega@example.net,+1-646-694-0390x01281,MIT,BBA,3.69,2025-05-02 03:28:12,141.224.28.177,55,Mobile,4
2987,Anthony Hatfield,laurapatterson@example.com,(766)462-0808,FAST,BSIT,3.95,2025-05-09 00:36:32,75.223.178.1,89,Desktop,4
2988,Lauren Perez,cooperalan@example.com,476-894-1797x51112,Harvard,BSCS,3.74,2025-05-04 11:05:21,132.214.203.154,43,Desktop,4
2989,Paula Thompson,nmitchell@example.net,(637)202-9883x87621,FAST,BSE,3.06,2025-05-17 17:27:44,186.216.43.112,73,Mobile,5
2990,Keith Heath,robersonjames@example.com,001-284-203-0452x945,Harvard,BSE,4.0,2025-05-09 12:13:44,157.110.136.220,81,Mobile,2
2991,Lucas Butler,aaron28@example.net,5636133490,SMIU,BSAI,2.65,2025-04-28 17:17:51,141.90.176.132,63,Desktop,0
2992,Alec Graves,lwright@example.org,421-379-9086,MIT,BSE,3.91,2025-05-21 09:29:56,215.145.255.204,82,Desktop,1
2993,Kristy Young,henrymartin@example.com,3426539649,MIT,BBA,3.42,2025-05-11 14:08:35,63.234.89.178,48,Desktop,0
2994,Tara Wells,katelyn36@example.org,(300)536-4421x5228,IU,BSIT,2.13,2025-05-04 20:16:17,220.205.198.226,86,Mobile,3
2995,Anna Roberts,sanchezjohn@example.net,983.774.2315x837,Harvard,BSIT,2.41,2025-05-22 23:06:27,116.45.235.61,100,Mobile,1
2996,Jennifer Jones,michaeltorres@example.com,001-808-603-1870,SMIU,BSE,3.17,2025-05-15 19:47:28,160.222.181.72,67,Desktop,4
2997,Pamela Mason,stacy85@example.org,001-366-669-3079x495,FAST,BSIT,2.98,2025-05-04 22:08:57,201.61.84.104,73,Desktop,0
2998,Allison Wright,andrea70@example.org,939.362.7835x420,NED,BSIT,2.05,2025-05-03 11:23:26,202.209.145.45,84,Mobile,3
2999,Michael Simmons,dguzman@example.org,321-459-0399x783,FAST,BBA,2.66,2025-05-22 12:14:41,206.24.72.226,51,Desktop,2
3000,Carrie Alexander,gregory98@example.com,001-855-836-8144x197,MIT,BSIT,3.28,2025-05-13 11:03:48,141.150.84.38,41,Desktop,3
3001,Scott Pierce PhD,markssteven@example.org,537.813.5923x40214,FAST,BSE,3.11,2025-05-13 09:34:45,167.1.243.163,41,Mobile,5
3002,Karen Welch,michele86@example.org,730.458.6990x9034,NED,BSAI,3.26,2025-05-01 12:35:18,208.237.43.28,60,Mobile,0
3003,Ashley Knapp,natashawilson@example.com,001-705-862-7706x132,Stanford,BBA,3.13,2025-05-15 07:22:02,223.151.80.155,99,Desktop,2
3004,Melissa Hopkins,brianmorrison@example.com,484-747-1308,SMIU,BSAI,3.63,2025-05-07 03:46:44,147.213.19.195,75,Desktop,1
3005,Mark Houston,kevinrich@example.net,693-297-8605x06756,NED,BSE,2.16,2025-05-07 13:48:36,52.203.60.86,56,Mobile,0
3006,Kenneth Webb,markwalker@example.org,001-982-420-5179x809,Stanford,BBA,3.87,2025-05-12 04:27:04,217.224.198.52,98,Desktop,1
3007,Molly Manning,andrewcunningham@example.org,001-307-785-6302,SMIU,BBA,3.48,2025-05-23 04:02:50,145.231.16.85,88,Desktop,3
3008,William Hall,troymoore@example.net,+1-308-613-8230x1121,IU,BSAI,3.4,2025-05-18 10:20:29,65.81.192.12,99,Desktop,1
3009,Tonya Daniel,norristammie@example.com,+1-629-423-4210,Stanford,BSE,2.07,2025-05-16 05:54:46,134.233.237.70,90,Desktop,3
3010,Rachel Miller,seananderson@example.org,516-909-5279x010,Harvard,BSE,3.54,2025-05-17 00:27:22,147.92.33.112,40,Mobile,0
3011,Cheryl Campbell,jessicajohnson@example.com,612-389-9625x224,NED,BSCS,3.05,2025-04-29 13:51:42,204.244.160.119,67,Desktop,4
3012,Raymond Johnson,barbarapatterson@example.org,821-482-8987,Stanford,BBA,3.69,2025-05-04 18:48:40,200.110.110.145,95,Mobile,5
3013,Jennifer Williams,blackeric@example.com,001-392-593-4624,MIT,BBA,2.77,2025-05-19 06:11:03,207.218.106.20,56,Mobile,1
3014,Michael Jones,hermanbrian@example.org,570.494.2605,SMIU,BSAI,2.41,2025-05-01 14:21:26,68.192.162.76,46,Mobile,1
3015,Kenneth Williams,cmoore@example.org,491-308-1922,SMIU,BSCS,3.58,2025-05-11 19:49:50,90.241.97.229,65,Desktop,2
3016,Cassandra Hill,amberguzman@example.com,465-758-7878x297,MIT,BSIT,2.08,2025-05-05 09:11:12,141.43.12.112,64,Mobile,4
3017,Karen Clark,fgonzalez@example.org,001-952-604-8117x05546,NED,BSCS,3.65,2025-05-23 10:11:35,209.16.244.80,90,Mobile,1
3018,Scott Maxwell,ereeves@example.com,409-625-8349,SMIU,BBA,2.61,2025-05-06 23:35:48,172.155.61.199,68,Mobile,4
3019,Brittany Curtis,james79@example.net,285-476-3569x14576,Stanford,BSCS,3.78,2025-05-27 02:19:49,192.136.158.162,60,Desktop,1
3020,Angela Schaefer,coreykeith@example.net,665.420.4916x116,Stanford,BSIT,2.63,2025-05-21 14:34:39,184.233.53.190,54,Desktop,2
3021,Gregory Simpson,powelljenna@example.com,728.290.9082,FAST,BSCS,2.51,2025-05-14 20:12:58,130.154.169.242,76,Mobile,1
3022,Tyler Anderson,amanda62@example.org,940.413.2779,SMIU,BSIT,3.06,2025-05-05 09:31:01,78.216.101.18,100,Desktop,3
3023,Cynthia Martinez,rpotts@example.com,(234)431-8799x33781,IU,BBA,2.93,2025-05-26 06:34:23,29.18.150.157,48,Desktop,3
3024,John Ramirez,williamsmith@example.net,422.557.0068x9081,NED,BSCS,2.82,2025-05-05 01:39:45,217.145.61.185,56,Mobile,1
3025,Rachel Butler,mccartyjeffrey@example.net,997.986.2912x910,Harvard,BSAI,3.03,2025-05-25 15:40:49,199.111.204.160,58,Desktop,0
3026,Ann Spencer,joannawang@example.org,630.365.5494x57502,IU,BBA,2.13,2025-05-18 16:48:12,158.190.41.202,88,Mobile,1
3027,Cole Phillips,lucas15@example.com,(879)606-8869,NED,BSE,3.71,2025-05-10 17:07:36,212.25.78.75,84,Desktop,2
3028,Wendy Butler,joshuaking@example.com,3973452022,NED,BSAI,3.74,2025-05-08 03:03:25,29.194.100.219,65,Mobile,0
3029,Jessica Lin,crawfordkristen@example.org,535-283-8536x039,Harvard,BSAI,3.65,2025-05-03 12:34:40,195.162.43.176,97,Mobile,0
3030,Chad Rodgers,joann17@example.com,+1-633-235-4948,Stanford,BSCS,2.78,2025-05-05 12:20:58,161.95.12.5,82,Desktop,1
3031,John Larson,torresthomas@example.com,+1-503-697-6544,Stanford,BSCS,3.3,2025-05-04 14:49:04,23.73.9.30,82,Desktop,3
3032,Betty Moody,sanchezamanda@example.net,810.245.7246,Harvard,BBA,2.52,2025-05-19 06:50:44,198.58.140.19,46,Mobile,3
3033,Dr. Diana Young,qford@example.org,(567)956-1900,IU,BSE,2.81,2025-05-23 21:16:35,139.255.227.69,42,Desktop,5
3034,Dan Nunez,mwilliams@example.com,308.803.5586x42017,SMIU,BSCS,2.81,2025-05-18 10:18:30,195.123.71.158,48,Mobile,1
3035,Lawrence Bartlett,fsampson@example.org,534-552-2275,NED,BBA,2.36,2025-05-06 13:37:41,203.197.59.202,91,Desktop,5
3036,Wendy Smith,dstanley@example.com,+1-583-220-8102,IU,BSAI,2.94,2025-04-29 17:09:54,55.34.153.82,49,Mobile,5
3037,Tyrone Garcia,fdavis@example.net,001-754-261-5078x0527,Harvard,BSIT,3.24,2025-05-12 08:44:40,205.118.58.231,61,Mobile,0
3038,Breanna Nelson,yparker@example.com,(276)279-6997x138,SMIU,BSE,2.34,2025-05-20 16:20:41,84.185.104.6,73,Desktop,1
3039,Tim White,thomaswhite@example.org,(284)269-0325x04120,MIT,BSAI,2.36,2025-05-25 16:00:02,73.111.217.61,82,Desktop,0
3040,Gary Wood,mvasquez@example.org,001-721-653-2268x39669,Stanford,BSE,3.48,2025-05-01 23:53:16,130.127.98.75,76,Mobile,0
3041,Lisa Ramirez,woodshoward@example.net,(735)736-4847x8836,FAST,BBA,3.0,2025-05-15 15:43:45,190.227.251.66,56,Desktop,0
3042,Donna Carter,kyliesmith@example.org,001-358-383-2818x563,SMIU,BSE,2.15,2025-05-02 15:18:50,143.177.216.66,98,Desktop,1
3043,Maureen Cummings,watkins@example.net,(508)796-2730x87877,Harvard,BSCS,3.36,2025-05-02 18:11:57,190.214.211.199,90,Mobile,1
3044,Leah Flowers,john13@example.org,+1-413-635-4682,SMIU,BSE,2.91,2025-05-21 20:23:52,122.18.207.164,66,Desktop,3
3045,Ronald Medina,littleisaac@example.net,241-761-6369x5563,MIT,BBA,3.83,2025-05-09 18:42:51,51.179.212.137,53,Mobile,3
3046,Raymond Foster,chadholden@example.org,291-400-3390,Harvard,BSIT,2.18,2025-05-23 02:51:54,199.87.162.196,47,Desktop,5
3047,Taylor Orozco,panderson@example.com,(546)347-4838,IU,BSIT,2.92,2025-04-29 22:18:21,212.107.121.58,79,Mobile,3
3048,Elizabeth Martinez,mharmon@example.com,001-507-638-3165,Stanford,BSIT,3.74,2025-04-29 07:36:16,141.55.94.58,100,Desktop,0
3049,Dana Lee,apriljones@example.net,+1-238-606-1903,Harvard,BSCS,3.52,2025-05-26 11:09:47,173.241.113.130,54,Desktop,5
3050,Jennifer Lawrence,shernandez@example.com,001-652-257-5853,Stanford,BSIT,3.98,2025-05-02 01:02:03,175.58.213.254,51,Desktop,0
3051,Jennifer Bonilla,tcase@example.com,943.441.4019,Stanford,BSAI,3.43,2025-05-20 11:03:03,215.123.251.105,46,Desktop,2
3052,Sabrina Reed,brittanyreyes@example.net,(939)583-8759,SMIU,BSE,2.1,2025-05-10 11:29:55,180.119.215.59,56,Desktop,1
3053,Charles Snyder,hoffmananita@example.net,+1-962-210-3324x160,IU,BSE,2.08,2025-05-26 07:04:59,156.187.248.248,73,Desktop,0
3054,Timothy Lee,kaylaguerra@example.org,+1-418-337-3455x27416,FAST,BSCS,3.66,2025-05-10 07:47:05,120.160.117.147,74,Desktop,2
3055,Carrie Marsh,david10@example.net,6245195378,Harvard,BSIT,2.48,2025-05-25 03:52:32,181.149.26.18,42,Desktop,2
3056,Rachel Bishop,emily62@example.org,8342051667,FAST,BSE,3.39,2025-05-16 03:01:44,174.242.135.24,51,Mobile,1
3057,Michael Kelley,michellelane@example.com,(965)747-2169x126,MIT,BSIT,2.66,2025-05-05 17:49:20,209.113.173.65,91,Mobile,3
3058,Tracey Rogers,fburke@example.net,+1-641-825-4550x5361,FAST,BSE,3.75,2025-05-09 09:20:16,137.201.191.71,67,Desktop,5
3059,Ann Logan,barkerjason@example.com,+1-435-445-0365x1731,SMIU,BSE,3.8,2025-05-03 18:38:03,195.207.97.148,86,Mobile,5
3060,Brittany Potts,odawson@example.com,8185425842,Stanford,BSIT,3.01,2025-05-26 01:38:33,109.11.112.101,46,Mobile,1
3061,Paul Foster,qrodriguez@example.org,964-865-3261,NED,BSCS,3.1,2025-05-22 23:47:15,218.193.166.209,41,Mobile,1
3062,Amber Howard,ybowers@example.org,(639)430-5646x01129,Stanford,BSAI,2.46,2025-05-05 14:46:29,181.92.178.145,51,Mobile,0
3063,Jeffrey Crawford,castillojacqueline@example.org,473.604.2912,MIT,BSAI,2.92,2025-05-21 23:11:07,113.24.121.104,64,Desktop,2
3064,Krista Bradshaw,michellenolan@example.com,932-937-0424x945,Harvard,BSE,3.71,2025-05-09 15:51:52,173.202.19.251,67,Mobile,2
3065,Jack Palmer,schneiderwendy@example.com,3676599775,Stanford,BSCS,2.58,2025-04-28 11:51:21,220.240.203.111,93,Mobile,3
3066,David Durham,clarksherry@example.com,220.752.9301x7770,Harvard,BSCS,2.9,2025-05-08 20:23:14,156.169.147.0,69,Desktop,0
3067,Charles Warren,vazquezdaniel@example.net,8149838011,NED,BSCS,2.32,2025-05-04 19:45:51,36.241.152.90,79,Desktop,5
3068,Christina Medina,ashleymiller@example.org,6427759930,NED,BSE,2.4,2025-05-27 00:49:30,137.67.48.49,88,Mobile,5
3069,Jordan Fox,wparker@example.net,7347798822,NED,BBA,2.65,2025-05-04 20:35:56,199.142.112.127,42,Desktop,4
3070,Jeffrey Beltran,icarter@example.org,450.980.6194x503,FAST,BSE,3.4,2025-05-05 08:21:09,157.255.30.108,63,Desktop,5
3071,Jacob Howell,uestrada@example.org,001-848-904-1867x8372,MIT,BBA,3.84,2025-05-26 14:18:10,80.116.36.15,65,Desktop,2
3072,Crystal Torres,chavezchase@example.org,339.506.2566x73698,Harvard,BSE,3.77,2025-05-06 11:06:36,77.163.75.90,68,Desktop,0
3073,Crystal Morgan,carrietaylor@example.net,+1-901-980-4322x013,SMIU,BSAI,2.34,2025-05-01 03:39:05,216.178.100.218,91,Mobile,4
3074,Tina Savage,lauriedixon@example.net,8766176339,IU,BSAI,3.84,2025-05-02 23:33:57,155.249.62.225,75,Desktop,2
3075,Christopher Morales,jacqueline26@example.net,283.777.2853x689,NED,BSAI,2.04,2025-05-11 10:05:43,165.34.120.237,94,Mobile,2
3076,Bernard Novak,jonescatherine@example.net,001-211-226-3574x075,NED,BBA,2.96,2025-05-02 11:44:41,131.204.218.93,79,Desktop,2
3077,Danielle Jackson,marshchristina@example.org,001-293-335-6256x476,IU,BSIT,2.29,2025-05-10 22:33:10,141.61.37.146,42,Mobile,3
3078,Nicholas Mitchell,robert77@example.org,402-916-9832x02945,Harvard,BSAI,3.8,2025-05-20 13:35:30,178.102.224.136,44,Mobile,0
3079,Ashley Tucker,markthornton@example.net,001-694-833-9653x0485,Harvard,BSIT,3.16,2025-05-25 21:00:27,214.90.130.80,96,Desktop,3
3080,Tiffany Ward,laurapowers@example.org,561-535-7131x12824,IU,BSIT,3.18,2025-05-10 09:05:07,12.211.29.116,69,Desktop,0
3081,Cameron Parker,shorttimothy@example.net,001-250-244-2200x365,NED,BSCS,2.3,2025-05-25 22:18:54,87.97.24.31,68,Mobile,3
3082,Zachary Martin,melodywilson@example.com,+1-653-573-0574x169,Harvard,BSCS,3.17,2025-05-18 05:41:02,32.141.218.94,87,Desktop,2
3083,Dylan Mccoy,vanessa36@example.net,+1-269-683-1392x25263,Harvard,BSIT,3.39,2025-04-29 20:52:53,25.124.110.251,93,Mobile,2
3084,Catherine Thomas,jodi83@example.net,+1-384-226-0060x70819,MIT,BSE,3.54,2025-05-01 11:36:22,210.206.229.35,95,Mobile,2
3085,Ashley Hall,mariah64@example.net,258-926-8595,IU,BSIT,2.47,2025-05-04 17:13:16,12.133.184.37,98,Mobile,4
3086,Edward Ferrell,jennifer30@example.org,(207)335-7412x0324,NED,BSCS,3.22,2025-05-19 18:34:21,163.166.222.237,41,Mobile,0
3087,Robert Berger,lopezchristian@example.org,+1-817-969-4685x75161,Stanford,BSE,3.48,2025-04-30 16:48:53,34.55.107.195,53,Desktop,3
3088,Kimberly Jones,audreyli@example.org,897.468.6514,Stanford,BSIT,2.38,2025-05-14 16:51:15,189.12.66.174,49,Mobile,2
3089,Tony Anderson,kevinkirk@example.net,001-549-757-0824x30674,MIT,BBA,2.54,2025-05-14 00:19:58,133.135.180.73,64,Desktop,1
3090,Dr. Richard Green,millerjason@example.net,+1-519-594-9393x04693,IU,BSCS,3.81,2025-05-10 04:23:10,133.82.225.206,89,Desktop,2
3091,Mrs. Kristen Park,sallytaylor@example.net,715.878.6087x88206,SMIU,BBA,3.03,2025-05-17 15:38:25,220.143.50.151,63,Desktop,3
3092,Joseph Johnson,edwin88@example.org,404.567.7676x461,Harvard,BSIT,3.32,2025-05-16 19:28:33,37.187.100.95,41,Mobile,0
3093,Nicole Parker,lhernandez@example.org,708.311.7007x93774,Harvard,BSIT,2.65,2025-04-28 22:21:32,168.75.126.208,45,Desktop,2
3094,Casey Lopez,dcampbell@example.net,+1-309-592-6606x2517,SMIU,BSCS,3.8,2025-05-12 05:57:20,169.54.185.161,78,Desktop,5
3095,James Schwartz,taracruz@example.org,+1-416-391-8861x65758,Stanford,BSIT,3.03,2025-05-09 14:19:16,214.242.168.21,92,Mobile,0
3096,Melissa Diaz DDS,fieldsdebbie@example.org,326.304.9271,Stanford,BBA,3.47,2025-05-08 03:52:18,210.66.64.131,61,Mobile,4
3097,James Johnson,jennifer08@example.net,951-376-8160,Harvard,BSE,2.87,2025-05-02 04:23:20,11.100.68.197,46,Desktop,5
3098,Monica Clay,michael01@example.org,(996)259-9578x76077,MIT,BSIT,3.17,2025-05-26 14:54:05,207.27.71.8,51,Desktop,2
3099,Joseph Anderson,kelly22@example.com,290.303.9866x042,FAST,BBA,2.73,2025-05-04 20:17:36,75.56.236.164,64,Mobile,1
3100,Beth Harris,pevans@example.net,929-587-6550,NED,BBA,2.8,2025-05-09 21:18:02,122.81.44.205,81,Desktop,4
3101,Amy Rogers,vsanchez@example.org,001-632-724-5520,Stanford,BSAI,2.79,2025-05-23 05:44:12,38.61.59.23,64,Desktop,2
3102,Andrew Nelson,tbaker@example.org,2936166740,SMIU,BSCS,2.59,2025-05-08 04:41:14,187.167.189.61,72,Mobile,1
3103,Jeanette Cole,kaufmancarolyn@example.net,001-738-523-5078x882,NED,BBA,3.67,2025-05-19 20:17:08,199.17.37.164,54,Desktop,1
3104,Natasha Cruz,barnesdavid@example.net,533.787.2873,NED,BSAI,3.83,2025-05-13 08:58:42,51.153.36.67,63,Mobile,3
3105,Lindsey Smith,ocole@example.net,4675220120,IU,BSAI,2.51,2025-04-28 08:58:15,185.20.146.108,79,Mobile,5
3106,Samantha Jones,nguerra@example.org,(919)487-4329x094,FAST,BSE,3.77,2025-05-10 00:21:26,219.148.45.6,85,Mobile,0
3107,Sarah Miller,znewman@example.org,+1-391-276-7662,MIT,BSCS,2.48,2025-05-18 06:49:47,158.10.224.89,71,Desktop,5
3108,Michael Lowe,elee@example.org,737-276-1655x66890,Stanford,BSIT,2.79,2025-05-25 22:13:31,204.220.229.80,84,Desktop,3
3109,Dustin Phillips,jeffreymorales@example.org,(354)260-2817x89603,Stanford,BBA,3.27,2025-05-23 01:31:17,180.111.169.227,74,Mobile,3
3110,Jasmine Cruz,nwalker@example.com,+1-299-619-8455,NED,BSAI,3.35,2025-05-24 10:39:44,38.199.220.124,74,Mobile,3
3111,Victoria Bond,monica22@example.net,+1-999-816-3597x7323,IU,BSE,3.02,2025-05-04 03:01:12,157.238.226.35,73,Mobile,0
3112,Miguel Gray,michele76@example.com,848-582-9399,FAST,BSIT,2.72,2025-05-13 23:12:13,191.172.143.214,42,Mobile,4
3113,Zachary Alexander,kathrynwise@example.org,9583535615,Harvard,BSE,2.46,2025-05-25 12:01:16,107.216.14.104,99,Desktop,4
3114,Colton Welch,xwhite@example.org,+1-782-418-0478,Stanford,BSCS,2.28,2025-05-23 17:50:12,1.166.13.199,52,Desktop,2
3115,Scott Sutton,davisrobert@example.com,3709086201,NED,BSIT,2.73,2025-05-16 16:51:26,156.66.15.163,77,Desktop,3
3116,Michael Mason,robert13@example.org,(588)845-4605x13969,MIT,BSE,2.19,2025-05-07 14:02:51,72.157.68.42,77,Mobile,2
3117,Jesse Cunningham,crosbyjared@example.org,(383)405-1603x169,Harvard,BBA,3.24,2025-05-12 08:00:00,6.139.35.172,91,Mobile,4
3118,Devin Montoya,wpacheco@example.com,+1-893-903-4409x912,FAST,BSAI,2.14,2025-05-02 11:08:07,218.108.156.231,63,Mobile,4
3119,Jeremy Fox,brent99@example.org,213-465-0986x012,Stanford,BSCS,3.44,2025-05-19 11:10:21,200.82.13.251,55,Mobile,3
3120,Jessica Farrell,loweryjohn@example.net,+1-367-949-2923,IU,BSAI,3.32,2025-05-10 22:43:27,166.249.172.16,95,Desktop,4
3121,Mark Stanton MD,jenniferallen@example.net,497-828-1970,Stanford,BBA,2.38,2025-05-09 08:32:06,66.176.93.101,65,Mobile,4
3122,Katherine Wagner,rgraves@example.org,700-767-3099,FAST,BSAI,3.14,2025-05-10 13:34:21,189.164.106.124,81,Desktop,3
3123,Tommy Houston,emily07@example.org,773.649.1039x595,SMIU,BBA,3.17,2025-05-12 17:21:47,181.154.195.19,94,Mobile,2
3124,Heather Gardner,jose38@example.com,+1-462-448-5163x40483,MIT,BBA,2.08,2025-05-01 23:11:27,41.26.235.101,92,Mobile,2
3125,Melody Martinez,samanthashannon@example.net,423.222.1786,Harvard,BSAI,3.32,2025-05-15 17:11:12,53.148.149.251,94,Desktop,1
3126,Billy Everett,brewerlisa@example.net,9177966653,IU,BSE,3.77,2025-05-04 21:24:51,112.99.163.202,67,Desktop,1
3127,Shelly Cantrell,bmorris@example.net,(726)619-3566x31041,Stanford,BBA,3.72,2025-05-19 16:44:37,198.17.148.96,61,Desktop,5
3128,David Rodriguez,gouldryan@example.org,001-304-235-5957x0171,NED,BSIT,3.21,2025-04-29 03:07:31,87.147.253.50,95,Mobile,5
3129,Melissa Romero,wayne47@example.net,001-556-654-2698x32835,SMIU,BSIT,2.98,2025-05-16 14:37:07,62.48.128.242,60,Desktop,4
3130,Samantha Smith,kpetty@example.org,253.541.5205x55340,Harvard,BBA,2.67,2025-05-19 13:40:07,200.206.197.207,72,Mobile,1
3131,Deborah Blackwell,robinsondouglas@example.com,630.598.9873x142,FAST,BSIT,2.4,2025-04-30 09:04:28,218.177.91.225,47,Mobile,1
3132,Evelyn Wilson,sanchezcourtney@example.com,(736)609-0707x09906,NED,BSAI,2.31,2025-05-11 16:58:26,32.64.52.92,55,Mobile,2
3133,William Morgan,floreskaren@example.net,+1-943-498-7132x8807,NED,BSAI,3.03,2025-05-22 15:10:34,75.124.52.32,59,Mobile,4
3134,Christina White,kellypatterson@example.net,534-953-2774x15041,IU,BBA,2.99,2025-05-18 10:22:06,157.245.185.64,67,Desktop,3
3135,John Clark,dawn95@example.org,874.484.0166x1261,SMIU,BSE,2.97,2025-05-20 14:01:35,221.251.194.113,71,Mobile,2
3136,Ryan Gillespie,penajeremiah@example.org,837-327-8460x263,IU,BBA,3.48,2025-05-27 12:43:46,106.168.78.59,63,Mobile,3
3137,Sandra Kennedy,donaldmendoza@example.net,3244699728,NED,BSE,2.91,2025-05-25 11:23:57,188.98.7.193,50,Desktop,1
3138,Tammy Hughes,forderin@example.org,383-450-3172,IU,BSE,2.56,2025-05-22 23:31:28,93.18.164.168,74,Mobile,3
3139,Rachel Phillips,sotomichelle@example.net,+1-277-979-6891,MIT,BSIT,3.64,2025-05-07 07:18:59,104.127.51.198,69,Desktop,1
3140,Desiree Perry,thomaswilliamson@example.org,8028753597,FAST,BSIT,3.3,2025-05-05 15:18:58,144.225.0.158,67,Mobile,2
3141,David Schmitt,jennifermccarthy@example.com,+1-503-969-5507x46363,Stanford,BSCS,3.09,2025-04-28 05:17:26,155.126.240.14,78,Desktop,4
3142,Wesley Thompson,barbaragarcia@example.com,+1-867-983-6029,FAST,BSAI,3.37,2025-05-10 19:21:25,115.6.215.145,83,Mobile,3
3143,Stephen Moody,elizabethbarber@example.org,4897585993,Harvard,BSIT,2.57,2025-05-03 01:09:47,132.190.43.212,49,Desktop,2
3144,Dr. Angela Cruz DVM,dmartin@example.org,462.555.7766x13906,SMIU,BSAI,2.14,2025-05-16 12:57:33,220.182.51.165,66,Mobile,3
3145,Joan Roberts,james39@example.org,701-716-0379x3283,MIT,BSIT,3.94,2025-05-10 08:03:59,214.109.251.75,95,Desktop,3
3146,Steven Potter,shawpaul@example.com,+1-588-599-1017x1536,FAST,BSE,2.15,2025-05-07 11:01:33,210.128.142.89,72,Mobile,0
